wall_elapsed_s,ros_time,map_stamp,odom_stamp,map_frame,source_odom_frame,graph_frame,goal_frame,path_frame,initial_position_error_m,initial_yaw_error_deg,static_points,dynamic_points,graph_static_points,accumulated_static_points,graph_nodes,graph_edges,graph_components,largest_component,robot_component,robot_degree,blocked_edges,path_poses,path_length_m,path_goal_error_m,path_min_clearance_m,graph_edges_checked,graph_min_clearance_m,graph_clearance_violations,waypoint_path_distance_m,reached,semantic_snapshot_s,semantic_update_s,semantic_callback_s,main_loop_s
56.113701,1786670423.051538,1769605482.757811,1769605482.757811,map_start,map,map_start,,,0.000000,0.000000,2692,0,2232,4907,90,175,2,89,1,0,0,0,0.000000,inf,inf,45,0.475649,0,inf,0,0.008218,0.000974,0.009201,0.165517
56.915262,1786670423.450969,1769605483.057814,1769605483.157770,map_start,map,map_start,,,0.000000,0.000000,2650,0,2262,4952,87,155,2,86,1,0,0,0,0.000000,inf,inf,40,0.476830,0,inf,0,0.010605,0.001669,0.012312,0.177973
57.722179,1786670423.854363,1769605483.457763,1769605483.457763,map_start,map,map_start,,,0.000000,0.000000,2620,0,2273,5000,98,207,2,97,97,8,0,0,0.000000,inf,inf,59,0.486320,0,inf,0,0.008842,0.001002,0.009869,0.177973
58.531940,1786670424.262799,1769605483.857711,1769605483.857711,map_start,map,map_start,,,0.000000,0.000000,2563,0,2304,5046,105,232,1,105,105,12,0,0,0.000000,inf,inf,67,0.468512,0,inf,0,0.006952,0.002202,0.009185,0.189688
59.314835,1786670424.650146,1769605484.157765,1769605484.257813,map_start,map,map_start,,,0.000000,0.000000,2506,0,2320,5114,101,218,1,101,101,16,0,0,0.000000,inf,inf,71,0.470398,0,inf,0,0.004443,0.001912,0.006377,0.189688
60.136050,1786670425.064636,1769605484.557889,1769605484.557889,map_start,map,map_start,,,0.000000,0.000000,2629,0,2357,7743,91,180,1,91,91,9,0,0,0.000000,inf,inf,54,0.476069,0,inf,0,0.011341,0.002563,0.013931,0.177689
60.931565,1786670425.459044,1769605484.857750,1769605484.957796,map_start,map,map_start,,,0.000000,0.000000,2408,0,2354,7847,88,175,1,88,88,9,0,0,0.000000,inf,inf,53,0.471807,0,inf,0,0.009827,0.002596,0.012448,0.187015
61.723922,1786670425.857436,1769605485.257726,1769605485.257726,map_start,map,map_start,,,0.000000,0.000000,2381,0,2384,7899,85,170,1,85,85,10,0,0,0.000000,inf,inf,54,0.466808,0,inf,0,0.011975,0.002502,0.014509,0.187015
62.522468,1786670426.257805,1769605485.557824,1769605485.657712,map_start,map,map_start,,,0.000000,0.000000,2307,0,2418,7927,89,174,1,89,89,12,0,0,0.000000,inf,inf,50,0.452056,0,inf,0,0.008391,0.001021,0.009425,0.183125
63.326422,1786670426.657221,1769605485.957821,1769605485.957821,map_start,map,map_start,,,0.000000,0.000000,2324,0,2436,7996,90,175,2,89,89,11,0,0,0.000000,inf,inf,49,0.476933,0,inf,0,0.011296,0.001714,0.013036,0.180509
64.119715,1786670427.056582,1769605486.257750,1769605486.357854,map_start,map,map_start,,,0.000000,0.000000,2360,0,2465,8228,93,183,1,93,93,14,0,0,0.000000,inf,inf,52,0.470129,0,inf,0,0.007788,0.001020,0.008819,0.186803
64.925074,1786670427.456048,1769605486.657927,1769605486.757730,map_start,map,map_start,,,0.000000,0.000000,2378,0,2505,8339,93,179,1,93,93,11,0,0,0.000000,inf,inf,50,0.463863,0,inf,0,0.008135,0.001395,0.009546,0.181031
65.737471,1786670427.863657,1769605487.057713,1769605487.057713,map_start,map,map_start,,,0.000000,0.000000,2412,0,2555,8484,99,198,1,99,99,18,0,0,0.000000,inf,inf,61,0.467811,0,inf,0,0.005733,0.001581,0.007334,0.186679
66.525648,1786670428.257678,1769605487.357722,1769605487.457716,map_start,map,map_start,,,0.000000,0.000000,2447,0,2609,8624,92,169,1,92,92,14,0,0,0.000000,inf,inf,48,0.473797,0,inf,0,0.010401,0.000745,0.011153,0.193186
67.355175,1786670428.672082,1769605487.757697,1769605487.757697,map_start,map,map_start,,,0.000000,0.000000,2439,0,2635,8725,94,178,1,94,94,15,0,0,0.000000,inf,inf,51,0.474124,0,inf,0,0.011810,0.002976,0.014815,0.183211
68.134204,1786670429.060054,1769605488.057741,1769605488.157812,map_start,map,map_start,,,0.000000,0.000000,2441,0,2674,8822,93,173,2,92,92,14,0,0,0.000000,inf,inf,46,0.474124,0,inf,0,0.008979,0.001167,0.010160,0.214943
68.940586,1786670429.463239,1769605488.457772,1769605488.557808,map_start,map,map_start,,,0.000000,0.000000,2421,0,2674,8898,92,165,3,90,90,9,0,0,0.000000,inf,inf,42,0.469457,0,inf,0,0.012412,0.002483,0.014921,0.195786
69.751010,1786670429.872700,1769605488.857729,1769605488.857729,map_start,map,map_start,,,0.000000,0.000000,2421,0,2718,8972,99,179,3,97,97,12,0,0,0.000000,inf,inf,48,0.474963,0,inf,0,0.011182,0.000886,0.012080,0.210416
70.543517,1786670430.266063,1769605489.157711,1769605489.257666,map_start,map,map_start,,,0.000000,0.000000,2383,0,2735,9055,96,175,1,96,96,10,0,0,0.000000,inf,inf,45,0.527991,0,inf,0,0.009099,0.001107,0.010216,0.210416
71.340068,1786670430.665070,1769605489.557707,1769605489.557707,map_start,map,map_start,,,0.000000,0.000000,2413,0,2780,9126,100,195,1,100,100,11,0,0,0.000000,inf,inf,54,0.493557,0,inf,0,0.008098,0.000757,0.008863,0.205491
72.142231,1786670431.064411,1769605489.857742,1769605489.957707,map_start,map,map_start,,,0.000000,0.000000,2368,0,2815,9180,99,196,1,99,99,12,0,0,0.000000,inf,inf,48,0.481939,0,inf,0,0.007808,0.000807,0.008622,0.194936
72.957799,1786670431.473478,1769605490.257714,1769605490.257714,map_start,map,map_start,,,0.000000,0.000000,2410,0,2861,9278,95,168,2,94,94,9,0,0,0.000000,inf,inf,40,0.522428,0,inf,0,0.010243,0.001148,0.011403,0.198445
